WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:XASX:BHP,BHP GROUP LTD,AU000000BHP4,COMMON_STOCK,Australia,BHP,ASX,XASX,AUD,BHP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:HVN,HARVEY NORMAN HOLDINGS LTD,AU000000HVN7,COMMON_STOCK,Australia,HVN,ASX,XASX,AUD,HVN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MSB,MESOBLAST,AU000000MSB8,COMMON_STOCK,Australia,MSB,ASX,XASX,AUD,MSB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SUL,SUPER RETAIL GROUP,AU000000SUL0,COMMON_STOCK,Australia,SUL,ASX,XASX,AUD,SUL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PRN,PERENTI LTD,AU0000061897,COMMON_STOCK,Australia,PRN,ASX,XASX,AUD,PRN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:OBM,ORA BANDA MINING LTD,AU0000050130,COMMON_STOCK,Australia,OBM,ASX,XASX,AUD,OBM.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NIC,NICKEL INDUSTRIES,AU0000018236,COMMON_STOCK,Australia,NIC,ASX,XASX,AUD,NIC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ALK,ALKANE RESOURCES LTD,AU000000ALK9,COMMON_STOCK,Australia,ALK,ASX,XASX,AUD,ALK.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:TAH,TABCORP HOLDINGS,AU000000TAH8,COMMON_STOCK,Australia,TAH,ASX,XASX,AUD,TAH.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PPT,PERPETUAL,AU000000PPT9,COMMON_STOCK,Australia,PPT,ASX,XASX,AUD,PPT.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:FLT,FLIGHT CENTRE TRAVEL GROUP LTD,AU000000FLT9,COMMON_STOCK,Australia,FLT,ASX,XASX,AUD,FLT.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ORA,ORORA,AU000000ORA8,COMMON_STOCK,Australia,ORA,ASX,XASX,AUD,ORA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CYL,CATALYST METALS LTD,AU000000CYL6,COMMON_STOCK,Australia,CYL,ASX,XASX,AUD,CYL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DRR,DETERRA ROYALTIES,AU0000107484,COMMON_STOCK,Australia,DRR,ASX,XASX,AUD,DRR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:IMD,IMDEX LTD,AU000000IMD5,COMMON_STOCK,Australia,IMD,ASX,XASX,AUD,IMD.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:4DX,4DMEDICAL,AU0000095416,COMMON_STOCK,Australia,4DX,ASX,XASX,AUD,4DX.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:TPG,TPG TELECOM,AU0000090128,COMMON_STOCK,Australia,TPG,ASX,XASX,AUD,TPG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DTL,DATA#3 LTD,AU000000DTL4,COMMON_STOCK,Australia,DTL,ASX,XASX,AUD,DTL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BGA,BEGA CHEESE,AU000000BGA8,COMMON_STOCK,Australia,BGA,ASX,XASX,AUD,BGA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MI6,MINERALS 260 LTD,AU0000173486,COMMON_STOCK,Australia,MI6,ASX,XASX,AUD,MI6.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DYL,DEEP YELLOW,AU000000DYL4,COMMON_STOCK,Australia,DYL,ASX,XASX,AUD,DYL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:EOS,ELECTRO OPTIC SYSTEMS HOLDINGS,AU000000EOS8,COMMON_STOCK,Australia,EOS,ASX,XASX,AUD,EOS.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:GNC,GRAINCORP CLASS A,AU000000GNC9,COMMON_STOCK,Australia,GNC,ASX,XASX,AUD,GNC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DRO,DRONESHIELD,AU000000DRO2,COMMON_STOCK,Australia,DRO,ASX,XASX,AUD,DRO.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:EVT,EVT LTD,AU000000EVT1,COMMON_STOCK,Australia,EVT,ASX,XASX,AUD,EVT.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:LOV,LOVISA HOLDINGS,AU000000LOV7,COMMON_STOCK,Australia,LOV,ASX,XASX,AUD,LOV.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CIA,CHAMPION IRON LTD,AU000000CIA2,COMMON_STOCK,Australia,CIA,ASX,XASX,AUD,CIA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ARB,ARB CORPORATION,AU000000ARB5,COMMON_STOCK,Australia,ARB,ASX,XASX,AUD,ARB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SLC,SUPERLOOP,AU000000SLC8,COMMON_STOCK,Australia,SLC,ASX,XASX,AUD,SLC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:KCN,KINGSGATE CONSOLIDATED,AU000000KCN1,COMMON_STOCK,Australia,KCN,ASX,XASX,AUD,KCN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MFG,MAGELLAN FINANCIAL GROUP LTD,AU000000MFG4,COMMON_STOCK,Australia,MFG,ASX,XASX,AUD,MFG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:HLI,HELIA GROUP LTD,AU0000251498,COMMON_STOCK,Australia,HLI,ASX,XASX,AUD,HLI.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DVP,DEVELOP GLOBAL,AU0000179707,COMMON_STOCK,Australia,DVP,ASX,XASX,AUD,DVP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BPT,BEACH ENERGY,AU000000BPT9,COMMON_STOCK,Australia,BPT,ASX,XASX,AUD,BPT.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DMP,DOMINOS PIZZA ENTERPRISES,AU000000DMP0,COMMON_STOCK,Australia,DMP,ASX,XASX,AUD,DMP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:FFM,FIREFLY METALS LTD,AU0000313769,COMMON_STOCK,Australia,FFM,ASX,XASX,AUD,FFM.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ASB,AUSTAL LTD,AU000000ASB3,COMMON_STOCK,Australia,ASB,ASX,XASX,AUD,ASB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NEC,NINE ENTERTAINMENT CO HOLDINGS,AU000000NEC4,COMMON_STOCK,Australia,NEC,ASX,XASX,AUD,NEC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:KAR,KAROON ENERGY LTD,AU000000KAR6,COMMON_STOCK,Australia,KAR,ASX,XASX,AUD,KAR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ELD,ELDERS,AU000000ELD6,COMMON_STOCK,Australia,ELD,ASX,XASX,AUD,ELD.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SLX,SILEX SYSTEMS,AU000000SLX4,COMMON_STOCK,Australia,SLX,ASX,XASX,AUD,SLX.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:JDO,JUDO CAPITAL HOLDINGS LTD,AU0000182271,COMMON_STOCK,Australia,JDO,ASX,XASX,AUD,JDO.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NCK,NICK SCALI,AU000000NCK1,COMMON_STOCK,Australia,NCK,ASX,XASX,AUD,NCK.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ABB,AUSSIE BROADBAND,AU0000106643,COMMON_STOCK,Australia,ABB,ASX,XASX,AUD,ABB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PMV,PREMIER INVESTMENTS,AU000000PMV2,COMMON_STOCK,Australia,PMV,ASX,XASX,AUD,PMV.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:GDG,GENERATION DEVELOPMENT GROUP LTD,AU0000005126,COMMON_STOCK,Australia,GDG,ASX,XASX,AUD,GDG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:VUL,VULCAN ENERGY RESOURCES,AU0000066086,COMMON_STOCK,Australia,VUL,ASX,XASX,AUD,VUL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:IRE,IRESS LTD,AU000000IRE2,COMMON_STOCK,Australia,IRE,ASX,XASX,AUD,IRE.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PNR,PANTORO GOLD LTD,AU000000PNR8,COMMON_STOCK,Australia,PNR,ASX,XASX,AUD,PNR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:IPX,IPERIONX,AU0000208910,COMMON_STOCK,Australia,IPX,ASX,XASX,AUD,IPX.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:TUA,TUAS,AU0000089724,COMMON_STOCK,Australia,TUA,ASX,XASX,AUD,TUA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CTD,CORPORATE TRAVEL MANAGEMENT,AU000000CTD3,COMMON_STOCK,Australia,CTD,ASX,XASX,AUD,CTD.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
